grid,laps,year,round,lat,lng,alt,position_quali,q1,q2,q3,points_driver_standing,position_driver_standing,wins,points_team_standing,position_team_standing,wins_team_standing,podium,age_at_race
21,78,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,9.0,0.0,0,33.177275838466805
12,77,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,1.0,14.0,0.0,5.0,7.0,0.0,0,33.782340862423
16,77,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,11.0,0.0,0,28.695414099931554
11,77,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,0,31.479808350444902
4,76,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,41.0,1.0,3.0,43.0,2.0,3.0,0,26.51334702258727
15,75,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,2.0,12.0,0.0,5.0,7.0,0.0,0,24.314852840520192
19,74,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,5.0,9.0,0.0,5.0,6.0,0.0,0,39.38672142368241
9,57,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,2.0,13.0,0.0,5.0,7.0,0.0,0,36.14236824093087
17,50,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,6.0,0.0,0,30.84188911704312
10,41,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,0,33.20739219712526
20,38,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,9.0,0.0,0,26.937713894592743
18,16,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,6.0,0.0,0,44.33401779603012
12,0,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,1.0,15.0,0.0,7.0,5.0,0.0,0,29.478439425051334
14,0,1973,7,57.2653,13.6042,153,11.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,9.0,0.0,0,31.71252566735113
5,54,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,19.0,4.0,1.0,52.0,1.0,4.0,1,29.377138945927445
4,54,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,31.0,3.0,0.0,51.0,2.0,3.0,1,29.347022587268995
8,54,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,7.0,8.0,0.0,11.0,5.0,0.0,1,31.21971252566735
1,54,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,42.0,1.0,3.0,51.0,2.0,3.0,0,34.05612594113621
12,54,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,8.0,7.0,0.0,12.0,4.0,0.0,0,28.49555099247091
14,54,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,8.0,0.0,0,25.83983572895277
10,54,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,6.0,9.0,0.0,12.0,4.0,0.0,0,30.308008213552363
6,54,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,19.0,5.0,1.0,26.0,3.0,1.0,0,37.034907597535934
17,54,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,2.0,12.0,0.0,5.0,7.0,0.0,0,24.35318275154004
16,53,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,6.0,0.0,0,44.37234770704997
15,53,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,2.0,13.0,0.0,5.0,7.0,0.0,0,36.18069815195072
9,53,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,1.0,14.0,0.0,5.0,7.0,0.0,0,33.82067077344285
18,51,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,0,28.733744010951405
24,51,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,10.0,0.0,0,31.51813826146475
25,51,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0,25.713894592744694
19,50,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,1.0,16.0,0.0,11.0,5.0,0.0,0,29.516769336071185
2,43,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,25.0,0.0,26.0,3.0,1.0,0,23.419575633127995
3,41,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,41.0,2.0,3.0,52.0,1.0,4.0,0,26.55167693360712
11,29,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,0,33.24572210814511
13,28,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,5.0,0.0,0,31.742642026009584
22,20,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,8.0,0.0,0,31.750855578370977
20,16,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,6.0,0.0,0,39.42505133470226
23,16,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,10.0,0.0,0,30.765229295003422
7,7,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,8.0,0.0,0,26.976043805612594
21,0,1973,8,43.2506,5.79167,432,11.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,6.0,0.0,0,30.88021902806297
3,67,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,20.0,6.0,1.0,35.0,3.0,2.0,1,34.37645448323067
1,67,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,25.0,4.0,1.0,58.0,1.0,4.0,1,29.412731006160165
2,67,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,23.0,5.0,1.0,35.0,3.0,2.0,1,37.07049965776865
11,67,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,4.0,11.0,0.0,4.0,8.0,0.0,0,25.87542778918549
7,67,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,33.0,3.0,0.0,53.0,2.0,3.0,0,29.38261464750171
8,67,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,8.0,7.0,0.0,12.0,4.0,0.0,0,31.255304585900067
10,67,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,1.0,15.0,0.0,5.0,7.0,0.0,0,33.856262833675565
19,67,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,8.0,8.0,0.0,12.0,5.0,0.0,0,28.531143052703626
18,66,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,10.0,0.0,0,31.55373032169747
4,66,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,42.0,1.0,3.0,53.0,2.0,3.0,0,34.091718001368925
24,65,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,8.0,0.0,0,33.25119780971937
9,63,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,2.0,13.0,0.0,5.0,7.0,0.0,0,24.38877481177276
21,61,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,12.0,0.0,0,25.749486652977414
13,44,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,1.0,16.0,0.0,12.0,4.0,0.0,0,29.5523613963039
5,36,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,41.0,2.0,3.0,58.0,1.0,4.0,0,26.587268993839835
23,36,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,31.0,0.0,12.0,4.0,0.0,0,27.195071868583163
27,24,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,6.0,0.0,0,44.407939767282684
29,6,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,9.0,0.0,0,29.984941820670773
6,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,25.0,0.0,35.0,3.0,2.0,0,23.45516769336071
12,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,0,33.281314168377826
14,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,11.0,0.0,0,26.78713210130048
15,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,0,28.76933607118412
17,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,2.0,14.0,0.0,5.0,7.0,0.0,0,36.21629021218344
20,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,3.0,12.0,0.0,12.0,4.0,0.0,0,31.7782340862423
22,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,37.0,0.0,4.0,8.0,0.0,0,25.44558521560575
25,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,6.0,0.0,0,39.460643394934976
26,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,6.0,0.0,0,30.915811088295687
28,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,10.0,0.0,0,33.35797399041752
16,0,1973,9,52.0786,-1.01694,153,11.0,0.0,0.0,0.0,0.0,33.0,0.0,4.0,8.0,0.0,0,28.462696783025326
2,72,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,51.0,1.0,4.0,62.0,1.0,4.0,1,34.13278576317591
3,72,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,39.0,3.0,0.0,62.0,1.0,4.0,1,29.423682409308693
7,72,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,6.0,0.0,1,25.916495550992472
6,72,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,23.0,5.0,1.0,38.0,3.0,2.0,0,34.417522245037645
9,72,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,4.0,12.0,0.0,7.0,7.0,0.0,0,36.257357973990416
20,70,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,9.0,0.0,0,31.370294318959616
8,69,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,0,28.810403832991103
12,68,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,1.0,15.0,0.0,7.0,7.0,0.0,0,33.89733059548254
15,68,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,9.0,0.0,0,31.59479808350445
22,67,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,5.0,11.0,0.0,5.0,8.0,0.0,0,39.501711156741955
1,66,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,25.0,4.0,1.0,58.0,2.0,4.0,0,29.453798767967147
17,56,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,8.0,0.0,0,44.44900752908966
11,52,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,2.0,14.0,0.0,7.0,7.0,0.0,0,24.42984257357974
24,52,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,11.0,0.0,0,33.322381930184804
4,31,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,23.0,6.0,1.0,38.0,3.0,2.0,0,37.111567419575636
13,27,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,1.0,16.0,0.0,12.0,4.0,0.0,0,29.593429158110883
19,22,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,10.0,0.0,0,30.026009582477755
5,9,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,8.0,7.0,0.0,12.0,4.0,0.0,0,31.29637234770705
21,8,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,0.0,34.0,0.0,8.0,6.0,0.0,0,28.503764544832308
18,7,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,0.0,35.0,0.0,8.0,6.0,0.0,0,25.48665297741273
16,2,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,41.0,2.0,3.0,58.0,2.0,4.0,0,26.628336755646817
23,2,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,0.0,19.0,0.0,8.0,6.0,0.0,0,33.29226557152635
10,1,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,0.0,27.0,0.0,5.0,8.0,0.0,0,30.95687885010267
14,0,1973,10,52.3888,4.54092,6,11.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,0,25.790554414784395
1,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,60.0,1.0,5.0,71.0,1.0,5.0,1,34.15195071868583
3,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,45.0,2.0,0.0,71.0,1.0,5.0,1,29.44284736481862
4,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,12.0,7.0,0.0,42.0,3.0,2.0,1,28.591375770020534
11,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,3.0,13.0,0.0,3.0,9.0,0.0,0,28.829568788501028
13,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,3.0,15.0,0.0,14.0,4.0,0.0,0,29.61259411362081
14,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,42.0,3.0,3.0,59.0,2.0,4.0,0,26.647501711156742
15,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,9.0,0.0,0,26.847364818617386
17,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,8.0,0.0,0,30.976043805612594
7,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,23.0,5.0,1.0,42.0,3.0,2.0,0,34.43668720054757
12,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,10.0,0.0,0,30.861054072553046
16,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,0.0,29.0,0.0,14.0,4.0,0.0,0,30.069815195071868
8,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,23.0,6.0,1.0,42.0,3.0,2.0,0,37.13073237508556
20,14,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,8.0,0.0,0,44.46817248459959
18,13,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,9.0,0.0,0,33.34154688569473
22,13,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,0.0,32.0,0.0,8.0,6.0,0.0,0,28.522929500342233
19,13,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,6.0,0.0,0,33.31143052703628
6,7,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,8.0,8.0,0.0,14.0,4.0,0.0,0,31.315537303216974
10,7,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,1.0,17.0,0.0,7.0,7.0,0.0,0,33.91649555099247
21,5,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,5.0,11.0,0.0,5.0,8.0,0.0,0,39.520876112251884
9,4,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,4.0,12.0,0.0,7.0,7.0,0.0,0,36.276522929500345
5,1,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,2.0,16.0,0.0,7.0,7.0,0.0,0,24.449007529089666
2,0,1973,11,50.3356,6.9475,578,11.0,0.0,0.0,0.0,25.0,4.0,1.0,59.0,2.0,4.0,0,29.472963723477072
2,54,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,34.0,4.0,2.0,68.0,2.0,5.0,1,29.51129363449692
7,54,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,66.0,1.0,5.0,77.0,1.0,5.0,1,34.19028062970568
8,54,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,7.0,10.0,0.0,7.0,8.0,0.0,1,28.867898699520875
5,54,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,11.0,8.0,0.0,17.0,4.0,0.0,0,31.353867214236825
13,54,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,6.0,12.0,0.0,9.0,6.0,0.0,0,36.31485284052019
14,54,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,2.0,17.0,0.0,9.0,6.0,0.0,0,33.95482546201232
6,53,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,6.0,11.0,0.0,12.0,5.0,0.0,0,30.442162902121833
3,53,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,23.0,6.0,1.0,42.0,3.0,2.0,0,37.16906228610541
23,52,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,10.0,0.0,0,31.42778918548939
15,49,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,8.0,0.0,0,33.379876796714576
1,48,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,42.0,3.0,3.0,68.0,2.0,5.0,0,26.68583162217659
21,44,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,10.0,0.0,0,31.652292950034223
12,37,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,0.0,33.0,0.0,8.0,7.0,0.0,0,27.110198494182068
19,34,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,12.0,0.0,0,25.848049281314168
16,31,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,3.0,15.0,0.0,17.0,4.0,0.0,0,29.650924024640656
22,28,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,9.0,0.0,0,44.506502395619435
20,23,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,5.0,13.0,0.0,5.0,9.0,0.0,0,39.559206023271734
17,21,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,0.0,29.0,0.0,17.0,4.0,0.0,0,30.10814510609172
18,9,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,9.0,0.0,0,31.014373716632445
10,6,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,45.0,2.0,0.0,77.0,1.0,5.0,0,29.481177275838466
9,3,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,8.0,9.0,0.0,8.0,7.0,0.0,0,25.973990417522245
4,0,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,23.0,5.0,1.0,42.0,3.0,2.0,0,34.47501711156742
11,0,1973,12,47.2197,14.7647,678,11.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,7.0,0.0,0,33.34976043805612
1,55,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,43.0,4.0,3.0,77.0,2.0,6.0,1,29.568788501026695
4,55,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,48.0,2.0,3.0,77.0,2.0,6.0,1,26.743326488706366
2,55,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,27.0,5.0,1.0,46.0,3.0,2.0,1,34.53251197809719
6,55,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,69.0,1.0,5.0,80.0,1.0,5.0,0,34.247775496235455
11,55,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,47.0,3.0,0.0,80.0,1.0,5.0,0,29.53867214236824
10,55,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,12.0,7.0,0.0,18.0,4.0,0.0,0,31.411362080766597
8,55,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,0.0,21.0,0.0,7.0,8.0,0.0,0,33.437371663244356
14,54,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,12.0,8.0,0.0,12.0,5.0,0.0,0,28.687200547570157
24,54,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,0.0,28.0,0.0,8.0,7.0,0.0,0,28.618754277891856
21,54,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,5.0,13.0,0.0,5.0,9.0,0.0,0,39.61670088980151
19,54,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,9.0,0.0,0,31.071868583162217
9,54,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,0.0,30.0,0.0,18.0,4.0,0.0,0,30.16563997262149
13,54,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,6.0,12.0,0.0,9.0,6.0,0.0,0,36.37234770704997
22,54,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,9.0,0.0,0,44.563997262149215
3,53,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,23.0,6.0,1.0,46.0,3.0,2.0,0,37.22655715263518
20,44,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,10.0,0.0,0,31.709787816564
12,34,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,7.0,0.0,0,33.4072553045859
15,33,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,2.0,16.0,0.0,9.0,6.0,0.0,0,24.54483230663929
18,30,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,2.0,17.0,0.0,9.0,6.0,0.0,0,34.012320328542096
5,17,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,7.0,10.0,0.0,7.0,8.0,0.0,0,28.92539356605065
23,14,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,10.0,0.0,0,31.485284052019164
17,10,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,12.0,0.0,0,25.905544147843944
16,6,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,3.0,15.0,0.0,18.0,4.0,0.0,0,29.70841889117043
7,2,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,6.0,11.0,0.0,12.0,5.0,0.0,0,30.49965776865161
0,0,1973,13,45.6156,9.28111,162,11.0,0.0,0.0,0.0,8.0,9.0,0.0,8.0,7.0,0.0,0,26.031485284052017
2,80,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,36.0,5.0,2.0,55.0,3.0,3.0,1,34.57084188911704
5,80,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,54.0,2.0,3.0,83.0,1.0,6.0,1,26.781656399726216
14,80,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,4.0,14.0,0.0,9.0,7.0,0.0,1,31.110198494182068
16,80,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,9.0,9.0,0.0,12.0,6.0,0.0,0,36.41067761806981
9,79,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,71.0,1.0,5.0,82.0,2.0,5.0,0,34.286105407255306
22,79,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,1.0,19.0,0.0,2.0,10.0,0.0,0,31.748117727583846
15,78,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,8.0,10.0,0.0,8.0,8.0,0.0,0,26.069815195071868
4,78,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,12.0,7.0,0.0,18.0,4.0,0.0,0,31.449691991786448
12,78,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,0.0,22.0,0.0,7.0,9.0,0.0,0,33.4757015742642
11,77,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,1.0,21.0,0.0,82.0,2.0,5.0,0,30.17932922655715
10,77,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,3.0,16.0,0.0,18.0,4.0,0.0,0,29.746748802190282
18,76,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,0.0,30.0,0.0,18.0,4.0,0.0,0,30.203969883641342
7,75,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,23.0,6.0,1.0,55.0,3.0,3.0,0,37.26488706365503
24,75,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,10.0,0.0,0,29.99315537303217
20,75,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,6.0,12.0,0.0,12.0,5.0,0.0,0,30.537987679671456
17,73,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,0.0,26.0,0.0,9.0,7.0,0.0,0,44.602327173169066
13,73,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,5.0,13.0,0.0,9.0,7.0,0.0,0,39.65503080082136
19,72,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,7.0,11.0,0.0,7.0,9.0,0.0,0,28.9637234770705
23,71,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,0.0,34.0,0.0,8.0,8.0,0.0,0,27.20602327173169
26,68,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,12.0,0.0,0,25.94387405886379
8,62,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,2.0,17.0,0.0,12.0,6.0,0.0,0,24.583162217659137
3,32,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,0.0,29.0,0.0,55.0,3.0,3.0,0,23.64955509924709
6,32,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,47.0,3.0,0.0,82.0,2.0,5.0,0,29.57700205338809
21,20,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,0.0,23.0,0.0,8.0,8.0,0.0,0,33.445585215605746
1,16,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,43.0,4.0,3.0,83.0,1.0,6.0,0,29.607118412046542
25,5,1973,14,44.0481,-78.6756,332,11.0,0.0,0.0,0.0,0.0,41.0,0.0,12.0,6.0,0.0,0,33.58795345653662
1,59,1973,15,42.3369,-76.9272,485,11.0,0.0,0.0,0.0,52.0,3.0,4.0,92.0,1.0,7.0,1,29.645448323066393
4,59,1973,15,42.3369,-76.9272,485,11.0,0.0,0.0,0.0,14.0,8.0,0.0,14.0,5.0,0.0,1,26.10814510609172
2,59,1973,15,42.3369,-76.9272,485,11.0,0.0,0.0,0.0,16.0,7.0,0.0,22.0,4.0,0.0,1,31.488021902806295
8,59,1973,15,42.3369,-76.9272,485,11.0,0.0,0.0,0.0,26.0,6.0,1.0,58.0,3.0,3.0,0,37.30321697467488
7,59,1973,15,42.3369,-76.9272,485,11.0,0.0,0.0,0.0,38.0,5.0,2.0,58.0,3.0,3.0,0,34.60917180013689
3,59,1973,15,42.3369,-76.9272,485,11.0,0.0,0.0,0.0,55.0,2.0,3.0,92.0,1.0,7.0,0,26.819986310746064
23,58,1973,15,42.3369,-76.9272,485,11.0,0.0,0.0,0.0,12.0,9.0,0.0,2.0,10.0,0.0,0,28.763860369609855
